compoundId	compoundName	p.1	p.2	p.3	p.4	p.5	p.combined
49828	[3-(trifluoromethyl)phenyl] 2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetate	0.0	0.0	0.0	0.0	0.0	0.0
70420	2,6,7-trihydroxy-9-phenylxanthen-3-one	0.0	0.0	0.0	0.0	0.0	0.0
70708	trimethyl(octadecyl)azanium;bromide	0.0	0.0	0.0	0.0	0.0	0.0
18769969	8-chloro-5-methylsulfanyl-[1,2,4]triazolo[4,3-c]pyrimidin-3-amine	0.0	0.0	0.0	0.0	0.0	0.0
119603	4-[2-(7-heptoxy-4,4-dimethyl-1,1-dioxo-2,3-dihydrothiochromen-6-yl)prop-1-enyl]benzoic acid	0.0	0.0	0.0	0.0	0.0	0.0
113998	N-[3-[(7-chloro-1-hydroxyquinolin-4-ylidene)amino]propyl]octan-1-amine	0.0	0.0	0.0	0.0	0.0	0.0
23681289	sodium;3-(butylamino)propane-1-sulfonate	0.145	0.145	0.0	0.0	0.0	0.058
10910570	N-phenyl-3-trimethylsilylprop-2-yn-1-imine	0.0	0.0	0.0	0.0	0.0	0.0
248639	6-fluoropyrimidine-4,5-diamine	0.6	0.6	0.395	0.0	0.0	0.319
534733	1-(3-bromo-2-fluoro-4-nitrophenyl)-4-methylpiperidine	0.0	0.0	0.0	0.0	0.0	0.0
10537625	lithium;2-[4-(triazol-2-yl)phenyl]-5H-1,3-thiazol-5-ide	0.0	0.0	0.0	0.0	0.0	0.0
59131	(4-ethoxynaphthalen-1-yl)methylazanium;bromide	0.0	0.0	0.0	0.0	0.0	0.0
3268464	3-(3-fluorophenyl)-1-[[1-[(4-fluorophenyl)methyl]pyrrol-2-yl]methyl]-1-pentylurea	0.0	0.0	0.0	0.0	0.0	0.0
448598	(2S)-2-[[(2S)-2-[(4-bromophenyl)methoxycarbonylamino]-4-methylpentanoyl]amino]hexanethioic S-acid	0.0	0.0	0.0	0.0	0.0	0.0
10419364	2-(trifluoromethyl)-2H-furan-5-one	0.0	0.0	0.0	0.0	0.0	0.0
324411	2-[[4-[(2-amino-4-oxo-1H-quinazolin-6-yl)methoxy]benzoyl]amino]pentanedioic acid	0.035	0.035	0.0	0.0	0.0	0.014
1843012	N-(4-methyl-1,3-thiazol-2-yl)-2-([1,2,4]triazolo[3,4-b][1,3,4]oxadiazol-6-ylsulfanyl)acetamide	0.0	0.0	0.0	0.0	0.0	0.0
20587	2-[cyclohexyl(2-hydroxyethyl)amino]ethanol	0.0	0.0	0.0	0.0	0.0	0.0
20026200	4,5-dichlorobicyclo[4.1.0]hepta-1(6),2,4-trien-7-one	0.0	0.0	0.0	0.0	0.0	0.0
1587	2-[3-[1-hydroxy-2-(3-methylbutylamino)ethyl]-5,8-dioxo-12-oxa-4,7-diazabicyclo[11.2.2]heptadeca-1(15),13,16-trien-6-yl]acetamide	0.0	0.0	0.0	0.0	0.0	0.0
275628	2-[4-(trifluoromethyl)phenyl]cyclohexan-1-ol	0.0	0.0	0.0	0.0	0.0	0.0
645242	N-(5-methyl-1,3,4-thiadiazol-2-yl)methanesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
20523613	9-amino-6-benzyl-6-methyl-3-[3-(4-phenylbutylsulfanyl)propyl]-6a,7,8,9,10,10a-hexahydro-5H-phenanthridin-1-ol	0.0	0.0	0.0	0.0	0.0	0.0
3986630	3-(2-chlorophenyl)-2-(4-morpholin-4-ylsulfonyl-2-nitrophenyl)sulfanylquinazolin-4-one	0.0	0.0	0.0	0.0	0.0	0.0
815472	(2S)-2-chloro-2-phenyl-1-[(2S)-2-thiophen-2-yl-1,3-thiazolidin-3-yl]ethanone	0.0	0.0	0.0	0.0	0.0	0.0
5109992	N-[3-[[5-(3-bromophenyl)-1,3,4-thiadiazol-2-yl]amino]-3-oxopropyl]-N-[2-(3,4-dimethoxyphenyl)ethyl]-2-phenylcyclopropane-1-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
218996	1-[4-[2-(diethylamino)ethyl]-2-phenylimidazo[1,2-a]benzimidazol-1-yl]ethanone;dihydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
1037119	3-fluoro-N-[(3S)-1-(4-methoxyphenyl)-2,5-dioxopyrrolidin-3-yl]-N-[2-(4-methoxyphenyl)ethyl]benzamide	0.0	0.0	0.0	0.0	0.0	0.0
1021585	9-[4-[(2,6-dichlorophenyl)methoxy]-3-methoxyphenyl]-3,4,5,6,7,9-hexahydro-2H-xanthene-1,8-dione	0.0	0.0	0.0	0.0	0.0	0.0
1218244	[2-(4-benzoyloxyphenyl)-2-oxoethyl] 2-bromobenzoate	0.0	0.0	0.0	0.0	0.0	0.0
381276		0.0	0.0	0.0	0.0	0.0	0.0
42584	9-nitro-6,7-dihydro-5H-diimidazo[1,3-b:1',3'-e][1,4]diazepine	1.0	1.0	1.0	1.0	1.0	1.0
995092	(4S)-2-amino-4-[3-[(3-chloro-4-fluorophenoxy)methyl]-4-methoxyphenyl]-5-oxo-4,6,7,8-tetrahydrochromene-3-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
69932	2,5-dinaphthalen-2-yl-1,3,4-oxadiazole	0.0	0.0	0.0	0.0	0.0	0.0
5820942	3-(2,2-diphenylethyl)-1-(2-fluorophenyl)-4,5,6,7-tetrahydro-2H-pyrazolo[3,4-b]azepine	0.0	0.0	0.0	0.0	0.0	0.0
133245	(6R,7R)-3-[[[5-(dimethylamino)naphthalen-1-yl]sulfonylamino]methyl]-8-oxo-7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
10878729	(2S)-2-amino-3-(5-hydroxy-1H-indol-3-yl)-2-tritiopropanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
11217438	4-tert-butyl-6,6-dideuteriocyclohexene-1-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
11776	triphenylphosphane	0.0	0.0	0.0	0.0	0.0	0.0
70634472	6-[2-aminoethyl-(2-aminoethylamino)amino]-2-N,2-N,4-N,4-N-tetramethyl-1,3,5-triazine-2,4-diamine	0.0	0.0	0.0	0.0	0.0	0.0
6327434	[4-(dimethylamino)phenyl]-dimethylsilicon	0.0	0.0	0.0	0.0	0.0	0.0
3005421	(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-2-ylidene)thiourea	0.0	0.0	0.0	0.0	0.0	0.0
57433946	chloromethylcyclohexane	0.0	0.0	0.0	0.0	0.0	0.0
9990254	N-methyl-N-[(Z)-1,1,1,3,3-pentadeuteriopentan-2-ylideneamino]aniline	0.0	0.0	0.0	0.0	0.0	0.0
17859	2-methyl-3-piperidin-1-ylpyrazine;sulfuric acid	0.0	0.0	0.0	0.0	0.0	0.0
1588040	2-(3-chloro-1-benzothiophen-2-yl)-5-prop-2-ynylsulfanyl-1,3,4-oxadiazole	0.0	0.0	0.0	0.0	0.0	0.0
3771601	ethyl 1-[6-[2-[di(propan-2-yl)amino]ethylamino]-5-nitropyrimidin-4-yl]piperidine-4-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
605078	N-(1,3-dioxoisoindol-5-yl)-2,3,3,3-tetrafluoro-2-methoxypropanamide	0.0	0.0	0.0	0.0	0.0	0.0
210053	2-[(4-methylpiperazin-1-yl)methyl]-5,6,7,8-tetrahydro-3H-[1]benzothiolo[2,3-d]pyrimidin-4-one	0.0	0.0	0.0	0.0	0.0	0.0
253344	N-(1,3-benzothiazol-2-ylsulfanylmethyl)-2-methoxy-N-(2-methoxyethyl)ethanamine	0.0	0.0	0.0	0.0	0.0	0.0
270878	2-amino-N-[5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]-3-phenylpropanamide	0.0	0.0	0.0	0.0	0.0	0.0
15446	4,6-difluoro-1,3,5-triazin-2-amine	0.095	0.095	0.095	0.085	0.0	0.074
5123	2-amino-3-(2,4-dioxopyrimidin-1-yl)propanoic acid	1.0	1.0	1.0	0.0	0.0	0.6
60182	4-[(3,4-dichlorobenzoyl)amino]-5-[3-methoxypropyl(pentyl)amino]-5-oxopentanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
90520	1-(4-methylphenyl)sulfonyl-4-phenylpiperidine-4-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
59934975	1-methyl-4-[4-(4-methylphenyl)cyclohexyl]-1$l^{3}-silinane	0.0	0.0	0.0	0.0	0.0	0.0
1445439	N'-[2-[1-(2-chlorophenyl)pyrazolo[3,4-d]pyrimidin-4-yl]sulfanylacetyl]furan-2-carbohydrazide	0.0	0.0	0.0	0.0	0.0	0.0
262857	[amino-(1-chloroethyl)-methylsilyl]benzene	0.0	0.0	0.0	0.0	0.0	0.0
72208		0.0	0.0	0.0	0.0	0.0	0.0
11129944	cyclopentylmethoxy(trimethyl)silane	0.0	0.0	0.0	0.0	0.0	0.0
16033	2-(4-tert-butylphenoxy)cyclohexan-1-ol	0.0	0.0	0.0	0.0	0.0	0.0
572402	N-[3-(4-hydroxyphenyl)-1-oxo-1-[2-[(4-propoxyphenyl)methylidene]hydrazinyl]propan-2-yl]-3,5-dinitrobenzamide	0.0	0.0	0.0	0.0	0.0	0.0
133591	(5R,6R)-3-(3-aminopropylsulfanyl)-6-[(1R)-1-hydroxyethyl]-7-oxo-4-thia-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid	0.535	0.315	0.0	0.0	0.0	0.17
10305742	[[(2S,3S,4R)-5-(6-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [[(2R,3S,4R,5S)-3,4-dihydroxy-5-(2-oxo-4-sulfanylidenepyrimidin-1-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate	0.0	0.0	0.0	0.0	0.0	0.0
17903765	2-aminoacetic acid;butan-1-ol;propane-1,2,3-triol	0.0	0.0	0.0	0.0	0.0	0.0
664247		0.0	0.0	0.0	0.0	0.0	0.0
165760	formaldehyde;2-hydroxybenzenesulfonic acid;urea	0.005	0.005	0.0	0.0	0.0	0.002
325978	(4-methylsulfonyloxyoxolan-3-yl) methanesulfonate	0.0	0.0	0.0	0.0	0.0	0.0
10664588	N-(2-aminoethyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanamide	0.0	0.0	0.0	0.0	0.0	0.0
325208	2-[6-(4,5-dimethoxy-2-methyl-3,6-dioxocyclohexa-1,4-dien-1-yl)sulfanylhexylsulfanyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione	0.0	0.0	0.0	0.0	0.0	0.0
448078	(2S)-1-[(2S,3S)-2-[[(2R,3R)-3-hydroxy-4-oxo-4-(propylamino)-2-sulfanylbutanoyl]amino]-3-methylpentanoyl]pyrrolidine-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
1060489	N-[[1-(2,4-dichlorobenzoyl)piperidin-4-yl]methyl]-N-(2-methyl-3-phenylprop-2-enyl)cyclopropanecarboxamide	0.0	0.0	0.0	0.0	0.0	0.0
519835	[dimethyl-[trimethylsilyl(trimethylsilyloxy)amino]silyl]methane	1.0	1.0	1.0	0.0	0.0	0.6
559961	N-[3-chloro-11-[2-(diethylamino)ethyl]indolo[3,2-c]quinolin-6-yl]-N',N'-diethylethane-1,2-diamine	0.0	0.0	0.0	0.0	0.0	0.0
58217605	2,6-dibromo-3,5-difluoropyridine-4-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
637649	trimethylsilyl (2R)-2-isothiocyanato-3-methylbutanoate	1.0	1.0	1.0	1.0	1.0	1.0
78439	1-dichlorophosphorylpropane	0.0	0.0	0.0	0.0	0.0	0.0
4006557	2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-N,N-di(nonyl)heptanamide	0.0	0.0	0.0	0.0	0.0	0.0
230734	5-benzhydryl-2,2-diphenylbenzo[g][1,3]benzodioxole	0.0	0.0	0.0	0.0	0.0	0.0
10981303	N-[inden-1-yl(dimethyl)silyl]-2-methylpropan-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
11762	1-(2-hydroxynaphthalen-1-yl)naphthalen-2-ol	0.0	0.0	0.0	0.0	0.0	0.0
9894998	4-[5-(4-fluorophenyl)-4-[2-[[(1R)-1-phenylethyl]amino]pyrimidin-4-yl]-1-(2-trimethylsilylethoxymethyl)imidazol-2-yl]-1-methylpiperidin-4-ol	0.0	0.0	0.0	0.0	0.0	0.0
145657	N-[bis(aziridin-1-yl)phosphoryl]methanamine	0.0	0.0	0.0	0.0	0.0	0.0
802	2-(1H-indol-3-yl)acetic acid	1.0	1.0	1.0	1.0	0.4	0.88
217345	piperidin-2-yl-[2-(trifluoromethyl)phenanthren-9-yl]methanol	0.0	0.0	0.0	0.0	0.0	0.0
119550	2-[[3-(dimethylamino)propyl-methylamino]methyl]-4-iodanyl-6-methylphenol	0.0	0.0	0.0	0.0	0.0	0.0
4626	2-(4-hydroxy-2-oxopyrrolidin-1-yl)acetamide	0.335	0.335	0.275	0.22	0.05	0.243
131041	N-(2,5-dichlorophenyl)-hexoxyphosphonamidic acid	0.0	0.0	0.0	0.0	0.0	0.0
621250	1-[5-[1-methyl-5-(trifluoromethyl)pyrazol-3-yl]thiophen-2-yl]ethanone	0.0	0.0	0.0	0.0	0.0	0.0
1930001	(2-ethoxy-2-oxoethyl) 3,5-dibromo-2-hydroxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0
1291734	(5E)-5-[(2,4-diethoxyphenyl)methylidene]-3-(2-methylpropyl)-2-sulfanylidene-1,3-thiazolidin-4-one	0.0	0.0	0.0	0.0	0.0	0.0
68940	(6R,7R)-3-(acetyloxymethyl)-8-oxo-7-[(2-phenylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	0.96	0.96	0.96	0.82	0.235	0.787
1111834	3-(5-iodo-1H-phenanthro[9,10-d]imidazol-2-yl)phenol	1.0	1.0	1.0	1.0	0.0	0.8
995445	N-[4-(azepan-1-ylsulfonyl)phenyl]-7-(difluoromethyl)-5-phenylpyrazolo[1,5-a]pyrimidine-3-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
27812	(8S,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,14,15,16-octahydrocyclopenta[a]phenanthren-3-one	0.0	0.0	0.0	0.0	0.0	0.0
20744049	6-fluoro-4aH-benzo[d][1,3,2]benzodioxaphosphepine	0.0	0.0	0.0	0.0	0.0	0.0
1521962	diethyl 3-methyl-5-[[(1S)-2,2,2-trichloro-1-(2,2-dimethylpropanoylamino)ethyl]amino]thiophene-2,4-dicarboxylate	0.0	0.0	0.0	0.0	0.0	0.0
83911	[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl [5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl] hydrogen phosphate	0.0	0.0	0.0	0.0	0.0	0.0
10869632	1-dimethoxyphosphorylselanyl-4-methylbenzene	0.0	0.0	0.0	0.0	0.0	0.0
92117	2-amino-4-sulfobutanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
1086097	(8R,8aR)-6-amino-8-(2-chloro-6-fluorophenyl)-2-propyl-1,3,8,8a-tetrahydroisoquinoline-5,7,7-tricarbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
436047	N,N-dimethylformamide;4-oxo-6-phenyl-N-(tetrazol-5-ylidene)-1H-pyrimidine-2-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
257933	9-(4-chlorophenyl)-1,2,3,4,4a,4b,5,6,7,8,8a,9a-dodecahydrofluoren-9-ol	0.0	0.0	0.0	0.0	0.0	0.0
2802535	potassium;4-ethoxy-4-oxobut-2-enoate	0.0	0.0	0.0	0.0	0.0	0.0
498509	azane;carbonic acid;cobalt	0.0	0.0	0.0	0.0	0.0	0.0
2221162	4-methyl-N-[(1R)-2,2,2-trichloro-1-[(4-phenylphenyl)carbamothioylamino]ethyl]benzamide	0.0	0.0	0.0	0.0	0.0	0.0
59202652	2,5-bis(methylsulfanyl)-1,4$l^{2}-thiasilinane	0.0	0.0	0.0	0.0	0.0	0.0
23237528	pentafluoro(hydroxy)-$l^{6}-sulfane	1.0	1.0	1.0	0.01	0.0	0.602
100925	1,1,2,2,3,3,4,4,4-nonafluorobutyl 2-methylprop-2-enoate	0.0	0.0	0.0	0.0	0.0	0.0
3522698	methyl 2-(2-chloro-5-nitrobenzoyl)imino-3-(2-methoxy-2-oxoethyl)-1,3-benzothiazole-6-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
21438697	sodium;2,2,4-trimethylpentane	0.0	0.0	0.0	0.0	0.0	0.0
165314	3-[4-(3-aminopropyl)piperazin-1-yl]propan-1-amine;hexanedioic acid	0.0	0.0	0.0	0.0	0.0	0.0
5252375	3-(4-iodophenyl)prop-2-ynoic acid	0.0	0.0	0.0	0.0	0.0	0.0
367857	2-ethylsulfanyl-8-methyl-6,7-dihydroimidazo[1,2-a][1,3,5]triazine-4-thione	0.0	0.0	0.0	0.0	0.0	0.0
161507	ethane-1,2-diol;hexanedioic acid;1-isocyanato-4-[(4-isocyanatophenyl)methyl]benzene	0.0	0.0	0.0	0.0	0.0	0.0
19050251	difluoromethanethiol	0.0	0.0	0.0	0.0	0.0	0.0
10730383	1-methyl-3-[2-(trifluoromethyl)imidazolidin-2-yl]azepan-2-one	0.0	0.0	0.0	0.0	0.0	0.0
487680	(2R)-1-butylsulfonyl-2-(2,4-difluorophenyl)-1,1-difluoro-3-(1,2,4-triazol-1-yl)propan-2-ol	0.0	0.0	0.0	0.0	0.0	0.0
1327583	1-(4-iodophenyl)sulfonyl-2-methyl-4,5-dihydroimidazole	0.0	0.0	0.0	0.0	0.0	0.0
341430	6-[4-(benzenesulfonyl)phenyl]-2-methoxy-6-methyl-2H-pyran-5-one	0.0	0.0	0.0	0.0	0.0	0.0
57431253	2-fluorocyclohexa-1,3,5-triene-1-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
608570	N-(1,3-benzothiazol-2-yl)-2-diphenylphosphorylacetamide	0.0	0.0	0.0	0.0	0.0	0.0
1021022	(4S,7S)-2-amino-4-(4-methylphenyl)-5-oxo-7-phenyl-1-pyridin-3-yl-4,6,7,8-tetrahydroquinoline-3-carbonitrile	0.215	0.215	0.215	0.01	0.0	0.131
58685	10-[2-(dimethylamino)ethyl]benzo[g]pteridine-2,4-dione	0.12	0.12	0.12	0.0	0.0	0.072
718257		0.0	0.0	0.0	0.0	0.0	0.0
4491478	sodium;3-[butyl-[[ethoxy(methyl)phosphoryl]methyl]amino]propanoate	0.0	0.0	0.0	0.0	0.0	0.0
11041700	cyano(phenylmethoxy)phosphinic acid	0.0	0.0	0.0	0.0	0.0	0.0
19738424	2,6-difluoro-N-propan-2-yl-1H-triazin-4-amine	0.0	0.0	0.0	0.0	0.0	0.0
450513	methyl (1S,3S,4S,5R)-3-(4-iodanylphenyl)-8-methyl-8-azabicyclo[3.2.1]octane-4-carboximidate	0.0	0.0	0.0	0.0	0.0	0.0
392024	1-[4-[4-[(5-fluoro-2,4-dioxopyrimidin-1-yl)methyl]triazol-1-yl]-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione	0.0	0.0	0.0	0.0	0.0	0.0
6431349		0.0	0.0	0.0	0.0	0.0	0.0
21637943	5,5-dihydroxy-1,3-diazinane-2,4,6-trione	0.0	0.0	0.0	0.0	0.0	0.0
11446314	2-tritiopropan-2-ylthiourea	0.0	0.0	0.0	0.0	0.0	0.0
287051	3-[[3-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenyl]methyl]-1,1-diethylurea	0.0	0.0	0.0	0.0	0.0	0.0
367621	5-[[2-amino-5-(4-methoxyphenyl)-3-methylimidazol-4-yl]disulfanyl]-4-(4-methoxyphenyl)-1-methylimidazol-2-amine;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
561206	N-[3-(4-fluorobenzoyl)phenyl]-2-phenylacetamide	0.0	0.0	0.0	0.0	0.0	0.0
58667	3-(7-chloro-2,4-dioxobenzo[g]pteridin-10-yl)propyl-dimethylazanium;chloride	0.0	0.0	0.0	0.0	0.0	0.0
632233	2-ethyl-6,6,6-trifluoro-2-phenyl-5,5-bis(trifluoromethyl)hex-3-ynenitrile	0.0	0.0	0.0	0.0	0.0	0.0
1045128	(3S,4R)-4-(3,4-dimethoxyphenyl)-3-(4-methoxyphenoxy)-1-[3-(trifluoromethyl)phenyl]azetidin-2-one	0.0	0.0	0.0	0.0	0.0	0.0
23160483	3-[dichloro(methyl)silyl]propane-1-thiol	0.05	0.05	0.05	0.0	0.0	0.03
9993470	2-[[chloro(dimethyl)silyl]methyl]-N-(2-methylprop-2-enyl)hexan-1-amine	0.0	0.0	0.0	0.0	0.0	0.0
358576	2,5-bis(1,3-benzothiazol-2-yl)-3,4-dioxohexanedinitrile	1.0	1.0	1.0	1.0	1.0	1.0
596601	2,2,4,4-tetramethyl-1,3,2,4-dithiadisiletane	0.0	0.0	0.0	0.0	0.0	0.0
475981	(3S)-4-[[(2S)-4,4-difluoro-3-oxo-1,6-diphenylhexan-2-yl]amino]-4-oxo-3-(phenylmethoxycarbonylamino)butanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
3192674	N-cyclopentyl-2-(3,4-dimethoxy-N-[2-[3-(trifluoromethyl)-4,5,6,7-tetrahydroindazol-1-yl]acetyl]anilino)-2-(4-methoxyphenyl)acetamide	0.0	0.0	0.0	0.0	0.0	0.0
169894	6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine;6-chloro-2-N,2-N,4-N-triethyl-1,3,5-triazine-2,4-diamine	0.0	0.0	0.0	0.0	0.0	0.0
1028532	N-[2-[(4-fluorophenyl)methyl-[(3-methylthiophen-2-yl)methyl]amino]-2-oxoethyl]-N-propan-2-ylthiophene-2-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
10455	1-isothiocyanato-3-methylsulfinylpropane	0.0	0.0	0.0	0.0	0.0	0.0
5076155	4-bromo-N-[3-(4-chlorophenyl)-4-oxo-5-[2-oxo-2-(4-propoxyanilino)ethyl]-2-sulfanylideneimidazolidin-1-yl]benzamide	0.0	0.0	0.0	0.0	0.0	0.0
3014804	piperazine;hydrobromide	0.0	0.0	0.0	0.0	0.0	0.0
517152	cyclopenta-1,3-diene-1-carbonitrile oxide;iron(2+)	0.0	0.0	0.0	0.0	0.0	0.0
173772	1-hydroxy-N-[4-[4-(2-methylbutan-2-yl)phenoxy]phenyl]naphthalene-2-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
20377223	N-[1-chloroethyl-bis(dimethylamino)silyl]-N-methylmethanamine	0.0	0.0	0.0	0.0	0.0	0.0
768080	4-(5-fluoro-1,3-dioxoisoindol-2-yl)butanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
25430	[2-methyl-2-(nitrooxymethyl)pentyl] nitrate	0.0	0.0	0.0	0.0	0.0	0.0
16740	4-[4-(3-chlorophenyl)-4-(pyrrolidine-1-carbonyl)piperidin-1-yl]-4-fluoro-1-phenylbutan-1-one	0.0	0.0	0.0	0.0	0.0	0.0
2798167	6,8-difluoro-1,2-dihydropyrazolo[4,3-c]quinolin-3-one	0.845	0.845	0.61	0.03	0.0	0.466
152361	2-(2,3-diaminopropylamino)ethylsulfanylphosphonic acid	0.0	0.0	0.0	0.0	0.0	0.0
35028	4,6-bis(prop-2-enoxy)-1,3,5-triazin-2-amine	0.825	0.825	0.825	0.785	0.485	0.749
254411	2,6-bis(diethylamino)-5-nitropyrimidine-4-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
72490	4-amino-2-hydroxybenzohydrazide	0.005	0.005	0.005	0.005	0.0	0.004
13508446	2-chloro-2,3,3-trifluorocyclobutane-1-carbonitrile	0.0	0.0	0.0	0.0	0.0	0.0
869883	ethyl (2S)-2-(6-chloro-2-oxo-4-propylchromen-7-yl)oxypropanoate	0.0	0.0	0.0	0.0	0.0	0.0
10603593	(6R,7R)-3-(4-carboxy-2-iodophenyl)sulfanyl-8-oxo-7-[(2-phenylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
123833	1,4-dioxane-2,5-dione;1,3-dioxan-2-one	0.995	0.99	0.585	0.23	0.065	0.573
365119	(4-nitrophenyl)methyl 3-methyl-2-[[(2R)-2-[(2-phenoxyacetyl)amino]-3-prop-2-enylsulfanylpropanoyl]amino]but-2-enoate	0.0	0.0	0.0	0.0	0.0	0.0
16707449	ethenyl(diethyl)alumane	0.0	0.0	0.0	0.0	0.0	0.0
101547	butyl 2,4-dichloro-3-oxobutanoate	0.0	0.0	0.0	0.0	0.0	0.0
11072	2-(diethylamino)ethyl 4-aminonaphthalene-1-carboxylate;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
193395	(2S,3R,4S,5R,6R)-2-(2,3-dihydroxypropoxy)-6-(hydroxymethyl)oxane-3,4,5-triol	0.665	0.665	0.665	0.55	0.0	0.509
1046730	N-[2-[(3-cyano-4-ethyl-5-methylthiophen-2-yl)amino]-1,1,1,3,3,3-hexafluoropropan-2-yl]pyridine-4-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
23260948	3-butyl-2,2-dideuterio-1,3-oxazolidine	0.0	0.0	0.0	0.0	0.0	0.0
586617	1,3-bis(4-chloro-3-nitrophenyl)prop-2-en-1-one	0.0	0.0	0.0	0.0	0.0	0.0
233879	dibenzyl(diphenyl)silane	0.0	0.0	0.0	0.0	0.0	0.0
57469325	deca-2,4,6,8-tetraynenitrile	0.0	0.0	0.0	0.0	0.0	0.0
236644	N-[bis(aziridin-1-yl)phosphoryl]-N-methylaniline	0.85	0.85	0.85	0.85	0.0	0.68
19982701	diacetyloxymethoxysilicon	0.0	0.0	0.0	0.0	0.0	0.0
10725332	2,3,7-trideuterio-1H-indole	0.995	0.995	0.995	0.995	0.9	0.976
8	2,3-dihydroxy-3-methylpentanoic acid	1.0	1.0	1.0	1.0	1.0	1.0
301020	[7-(2,3,4,5,6-pentafluorophenyl)-7-bicyclo[2.2.1]hept-2-enyl] 4-nitrobenzoate	0.0	0.0	0.0	0.0	0.0	0.0
78839	2,4,6,8-tetrakis(ethenyl)-2,4,6,8-tetramethyl-1,3,5,7,2,4,6,8-tetrazatetrasilocane	0.0	0.0	0.0	0.0	0.0	0.0
128253	(2S)-2-[[(2S)-2,6-diaminohexanoyl]amino]-3-[2-(2-nitrophenyl)sulfanyl-1H-indol-3-yl]propanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
3009839	N-cyclohexyl-N-[(dicyclohexylamino)disulfanyl]cyclohexanamine	0.0	0.0	0.0	0.0	0.0	0.0
10355101	3-[diethoxymethyl(ethoxy)phosphoryl]-2,3-ditritiopropan-1-amine	0.0	0.0	0.0	0.0	0.0	0.0
120216	N,N-dimethylsulfamoyl fluoride	0.0	0.0	0.0	0.0	0.0	0.0
206254	dicyclohexylsulfamic acid	0.0	0.0	0.0	0.0	0.0	0.0
92828	(2R)-2-[[(2R,3R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2H-furan-5-one	0.935	0.935	0.845	0.0	0.0	0.543
80042	N,N-dimethyl-2-phenothiazin-10-ylethanamine;hydrochloride	1.0	1.0	1.0	0.94	0.095	0.807
138704	2-[6-(dicyanomethylidene)naphthalen-2-ylidene]propanedinitrile	0.0	0.0	0.0	0.0	0.0	0.0
