compoundId	compoundName	p.1	p.2	p.3	p.4	p.5	p.combined
StdMix1_1	Spermidine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_2	Imidazole-4-acetate	1.0	1.0	1.0	1.0	0.895	0.979
StdMix1_3	N-Acetyl-D-glucosamine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_4	1-Naphthylacetic acid	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_5	Melatonin	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_6	Phenylhydrazine	0.095	0.01	0.0	0.0	0.0	0.021
StdMix1_7	4-Aminobenzoate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_8	Nicotinate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_9	riboflavin	1.0	1.0	1.0	1.0	0.195	0.839
StdMix1_10	Glycerol	0.855	0.855	0.77	0.765	0.41	0.731
StdMix1_11	Inosine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_12	L-Phenylalanine	1.0	1.0	1.0	1.0	0.985	0.997
StdMix1_13	L-Leucine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_14	L-Tryptophan	1.0	1.0	1.0	1.0	0.26	0.852
StdMix1_15	2-Phenylglycine	1.0	1.0	1.0	1.0	0.95	0.99
StdMix1_16	Selenomethionine	0.75	0.75	0.75	0.0	0.0	0.45
StdMix1_17	L-Methionine	0.005	0.005	0.005	0.0	0.0	0.003
StdMix1_18	Guanine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_19	Pyridoxine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_20	L-Valine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_21	Adenine	1.0	1.0	1.0	1.0	0.0	0.8
StdMix1_22	L-Proline	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_23	Serotonin	1.0	1.0	1.0	0.995	0.0	0.799
StdMix1_24	Taurine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_25	trans-4-Hydroxy-L-proline	0.59	0.59	0.59	0.59	0.005	0.473
StdMix1_26	Creatinine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_27	N2-Acetyl-L-lysine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_28	L-Threonine	1.0	1.0	1.0	1.0	0.235	0.847
StdMix1_29	L-Aspartate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_30	L-Glutamine	0.455	0.455	0.455	0.455	0.455	0.455
StdMix1_31	beta-Alanine	0.42	0.42	0.42	0.42	0.0	0.336
StdMix1_32	L-Asparagine	1.0	1.0	1.0	1.0	0.0	0.8
StdMix1_33	dGMP	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_34	L-Serine	0.545	0.545	0.545	0.545	0.36	0.508
StdMix1_35	L-Citrulline	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_36	Cytidine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_37	Ethanolamine phosphate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_38	Glycine	0.31	0.31	0.31	0.31	0.01	0.25
StdMix1_39	sn-glycero-3-Phosphocholine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_40	L-Cystine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_41	D-Glucosamine	0.675	0.675	0.675	0.675	0.675	0.675
StdMix1_42	meso-2_6-Diaminoheptanedioate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_43	L-Histidine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_44	L-2_4-Diaminobutanoate	1.0	1.0	1.0	1.0	0.795	0.959
StdMix1_45	L-Lysine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_46	L-Arginine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_47	Thiamin	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_48	S-Adenosyl-L-methionine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_49	Putrescine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_50	4-Coumarate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_51	(R)-3-Hydroxybutanoate	0.455	0.455	0.215	0.0	0.0	0.225
StdMix1_52	Phthalate	1.0	1.0	1.0	1.0	0.215	0.843
StdMix1_53	Fumarate	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_54	Methylmalonate	0.505	0.495	0.305	0.08	0.01	0.279
StdMix1_55	3_4-Dihydroxyphenylacetate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_56	Thymidine	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_57	Phenolsulfonphthalein	1.0	1.0	1.0	0.0	0.0	0.6
StdMix1_58	Pyruvate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_59	Malonate	1.0	1.0	1.0	0.93	0.0	0.786
StdMix1_60	(R)-2-Hydroxyglutarate	1.0	1.0	1.0	0.995	0.405	0.88
StdMix1_61	Deoxyuridine	0.03	0.03	0.03	0.005	0.0	0.019
StdMix1_62	pyrazinoate	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_63	Xanthine	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_64	Gallate	0.04	0.0	0.0	0.0	0.0	0.008
StdMix1_65	Uridine	1.0	1.0	1.0	1.0	0.0	0.8
StdMix1_66	cis-Aconitate	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_67	L-Rhamnose	1.0	1.0	1.0	0.995	0.92	0.983
StdMix1_68	Orotate	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_69	MOPS	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_70	D-Gluconic acid	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_71	Pyridoxal phosphate	0.845	0.845	0.845	0.845	0.1	0.696
StdMix1_72	D-Galacturonate	0.495	0.495	0.495	0.22	0.0	0.341
StdMix1_74	3'_5'-Cyclic AMP	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_75	UMP	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_76	IMP	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_77	L-Cysteate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_78	D-ribose 5-phosphate	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_79	CMP	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_80	D-glucose 6-phosphate	1.0	1.0	1.0	0.955	0.015	0.794
StdMix1_81	Phosphoenolpyruvate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_84	L-Glutamate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_85	D-glucose	0.89	0.89	0.87	0.755	0.665	0.814
StdMix1_86	D-Erythrose	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_87	Maltose	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_88	2-oxobutanoate	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_89	2-Methylcitrate	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_90	Glyoxylate	0.33	0.33	0.0	0.0	0.0	0.132
StdMix1_91	glycolate	1.0	1.0	1.0	1.0	0.99	0.998
StdMix1_92	methylglyoxal	0.94	0.94	0.94	0.81	0.415	0.809
StdMix1_98	3-Hydroxyphenylacetate	0.905	0.905	0.9	0.73	0.34	0.756
StdMix1_99	Deoxyribose	1.0	1.0	1.0	1.0	0.825	0.965
StdMix1_101	1-Butanol	0.52	0.45	0.065	0.0	0.0	0.207
StdMix1_102	Oxaloacetate	0.0	0.0	0.0	0.0	0.0	0.0
StdMix1_103	Imidazole	1.0	1.0	1.0	1.0	1.0	1.0
StdMix1_104	glyceraldehyde	0.635	0.635	0.635	0.63	0.34	0.575
414353	5-[bis(2-chloroethyl)aminomethyl]-6-methyl-1H-pyrimidine-2,4-dione	0.0	0.0	0.0	0.0	0.0	0.0
309500	3-[2,6-diamino-5-(4-chlorophenyl)pyrimidin-4-yl]prop-2-enenitrile	0.7	0.7	0.085	0.0	0.0	0.297
510307	3-(2-chlorophenyl)-N-[5-[3-(4-methylpiperazin-1-yl)propylamino]-1,3,4-thiadiazol-2-yl]prop-2-enamide	0.0	0.0	0.0	0.0	0.0	0.0
23694275	sodium;3-piperidin-1-ylpropan-1-olate	0.0	0.0	0.0	0.0	0.0	0.0
203304	benzyl N,N'-dibutylcarbamimidothioate	0.0	0.0	0.0	0.0	0.0	0.0
10777223	N-[(1S,2R)-2-(deuteriomethyl)-1-phenylcyclopentyl]aniline	0.0	0.0	0.0	0.0	0.0	0.0
179275	5-chlorosulfonylbenzene-1,3-dicarboxylic acid	1.0	1.0	1.0	0.0	0.0	0.6
548576	N,N',N',1,1-pentafluoromethanediamine	1.0	1.0	1.0	1.0	0.0	0.8
3767543	4-[1,4-diazepan-1-yl-(2,4-difluorophenyl)methyl]-N,N-dimethylaniline	0.0	0.0	0.0	0.0	0.0	0.0
1053124	(2-fluorophenyl)-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]methanone	0.0	0.0	0.0	0.0	0.0	0.0
179116	ethyl 3-[[[(2,2-dimethyl-3H-1-benzofuran-7-yl)oxycarbonyl-methylamino]disulfanyl]-propan-2-ylamino]propanoate	0.0	0.0	0.0	0.0	0.0	0.0
93230	[ethyl(phenyl)carbamothioyl]sulfanyl N-ethyl-N-phenylcarbamodithioate	0.0	0.0	0.0	0.0	0.0	0.0
5483941	$l^{2}-azanylsulfonylbenzene	0.0	0.0	0.0	0.0	0.0	0.0
68766299	2-tert-butyl-1-oxidopyrimidin-1-ium-4-carboxylic acid;lithium	0.0	0.0	0.0	0.0	0.0	0.0
11605031	2-[1-(3,5-difluorophenyl)propan-2-ylamino]-N-[1-(2-methyl-1-pyrrolidin-1-ylpropan-2-yl)imidazol-4-yl]pentanamide	0.0	0.0	0.0	0.0	0.0	0.0
656706	(2S)-2-amino-3-(5-fluoro-2-hydroxy-6-oxo-1,2-dihydropyrimidin-3-yl)propanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
23230939	dilithium;1,3-di(propan-2-yl)benzene	0.0	0.0	0.0	0.0	0.0	0.0
150449	trimethyl-[3-(7-oxofuro[3,2-g]chromen-9-yl)oxypropyl]azanium;bromide	0.0	0.0	0.0	0.0	0.0	0.0
21087358	1,4-difluorocyclohexa-2,4-dien-1-amine	0.0	0.0	0.0	0.0	0.0	0.0
2261172	N-[(1S)-1-[(5S,7R)-3-(4-chlorophenyl)-1-adamantyl]ethyl]adamantan-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
146972	2-[1-(diaminomethylidenehydrazinylidene)pentan-2-ylideneamino]guanidine;sulfuric acid	0.0	0.0	0.0	0.0	0.0	0.0
6698	2-[(8-amino-9,10-dioxoanthracen-1-yl)amino]benzoic acid	1.0	1.0	1.0	0.135	0.005	0.628
189135	(1-$l^{1}-oxidanyl-2,2,6,6-tetramethylpiperidin-4-yl) pyridine-3-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
166642	dilithium;manganese(2+);oxygen(2-)	0.0	0.0	0.0	0.0	0.0	0.0
251861	methyl 2-[(4-tert-butylphenoxy)-(2-methoxycarbonylphenoxy)phosphoryl]oxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0
249693	9-[(2-fluorophenyl)methylidene]fluorene	0.825	0.825	0.0	0.0	0.0	0.33
409117	pentane-2,4-dione;zinc	0.0	0.0	0.0	0.0	0.0	0.0
2739947	4,5,6,7-tetrafluoro-2-methyl-1-benzofuran-3-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
120209	1-chloro-7-fluoroheptane	0.09	0.09	0.09	0.0	0.0	0.054
133341	(2R)-6-chloro-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromene	0.0	0.0	0.0	0.0	0.0	0.0
10443918	cyclopentane;iron;methylsulfanylcyclopentane	0.215	0.215	0.215	0.0	0.0	0.129
19710878	(2-chloro-3,4-dimethylphenyl)silicon	0.32	0.0	0.0	0.0	0.0	0.064
1812	7-hydroxy-3-(5-hydroxy-2,2-dimethylchromen-8-yl)-2,3-dihydrochromen-4-one	0.0	0.0	0.0	0.0	0.0	0.0
70557721	N,N-dimethylcyclohexanamine;trihydrofluoride	0.0	0.0	0.0	0.0	0.0	0.0
2887784	5-(3-methoxyphenyl)-7-methyl-2-[(5-morpholin-4-ylfuran-2-yl)methylidene]-3-oxo-N-phenyl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
308448	4-[2-(3-fluorosulfonylphenyl)ethenyl]benzoic acid	0.0	0.0	0.0	0.0	0.0	0.0
1626347	2-[[5-(4-chlorophenyl)-4-(4-methylphenyl)-1,2,4-triazol-3-yl]sulfanyl]-N-[(3,5-dimethyl-1-phenylpyrazol-4-yl)methylideneamino]acetamide	0.0	0.0	0.0	0.0	0.0	0.0
114358	N-(2-chloroethyl)-N-(2-fluoroethyl)-2-oxo-1,3,2$l^{5}-oxazaphosphinan-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
4485	dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate	0.08	0.08	0.08	0.02	0.02	0.056
1611002	1-[butyl(chloromethyl)phosphoryl]butane	0.0	0.0	0.0	0.0	0.0	0.0
77852	triethyl(propyl)azanium;iodide	0.605	0.605	0.605	0.575	0.0	0.478
872413	1-chloro-8-nitrocyclopenta[a]indene	0.0	0.0	0.0	0.0	0.0	0.0
615532	4-(2-chloroethylsulfanyl)-N,N-diethyl-6-methylsulfanyl-1,3,5-triazin-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
58801	(1-methylpiperidin-4-yl) 2-(3,4-dimethoxyphenyl)-2-hydroxy-3-methylbut-3-enoate	0.0	0.0	0.0	0.0	0.0	0.0
1174092	N-[3-[[4-(4-chlorophenyl)phenyl]methyl]-2-methyl-4-oxoquinazolin-6-yl]furan-2-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
29679	aziridin-1-yl-(4-nitrophenyl)methanone	0.0	0.0	0.0	0.0	0.0	0.0
147574	3-(2-chloroethyl)-1-[6-[2-chloroethylcarbamoyl(nitroso)amino]hexyl]-1-nitrosourea	0.0	0.0	0.0	0.0	0.0	0.0
441217	[(2S,4R,5R)-3-[[2-acetamido-3-(4-hydroxyphenyl)propanoyl]amino]-4-hydroxy-5-[6-(methylamino)purin-9-yl]oxolan-2-yl]methyl dihydrogen phosphate	0.0	0.0	0.0	0.0	0.0	0.0
11411049	2-hydroxybutanedioic acid;4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide	0.0	0.0	0.0	0.0	0.0	0.0
129056	2-[2-chloroethyl(methyl)amino]ethyl 2-[2-(1-phenylpropyl)phenyl]acetate;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
1018457	N-(4-ethoxyphenyl)-1-[2-[(4-fluorophenyl)methoxy]-3-methoxyphenyl]methanimine	0.16	0.16	0.0	0.0	0.0	0.064
2015974	N',N'-diethyl-N-[(6R)-6-ethyl-6-methyl-2-propylsulfanyl-5,8-dihydropyrano[4,5]thieno[1,2-c]pyrimidin-4-yl]propane-1,3-diamine	0.0	0.0	0.0	0.0	0.0	0.0
20517245	4-[(4,6-dibromo-1,3,5-triazin-2-yl)amino]-5-hydroxynaphthalene-2,7-disulfonic acid	0.0	0.0	0.0	0.0	0.0	0.0
15340163	3-fluoro-5-methylsulfanyl-1,2,4-thiadiazole	0.0	0.0	0.0	0.0	0.0	0.0
73555		0.0	0.0	0.0	0.0	0.0	0.0
37775	1-(2-phenyl-1,3-benzothiazol-5-yl)ethanone	0.0	0.0	0.0	0.0	0.0	0.0
87159	(2-ethoxy-2-oxoethyl)-triphenylphosphanium;chloride	0.0	0.0	0.0	0.0	0.0	0.0
175650	3-(3-tert-butyl-1,2-thiazol-5-yl)-1-ethyl-1-methylurea	0.0	0.0	0.0	0.0	0.0	0.0
21679666	1,1,1,3,3,3-hexadeuterio-2-(4-ethenyltriazol-1-yl)propan-2-ol	0.0	0.0	0.0	0.0	0.0	0.0
44385	2-[[3-(trifluoromethyl)phenoxy]methyl]-4,5-dihydro-1H-imidazole	0.0	0.0	0.0	0.0	0.0	0.0
53009	1,2-dimethyl-1,2,3,4-tetrahydropicene	0.0	0.0	0.0	0.0	0.0	0.0
11183252	tert-butyl (2S)-2-amino-5-(azanylidynemethyl)pentanoate	0.99	0.46	0.0	0.0	0.0	0.29
26789	2-[[4-(trifluoromethyl)phenyl]methyl]guanidine	0.0	0.0	0.0	0.0	0.0	0.0
524980	5-ethoxy-3,7,10-trimethyl-4,6,11-trioxa-1-aza-5-silabicyclo[3.3.3]undecane	0.0	0.0	0.0	0.0	0.0	0.0
673665	3,5-dimethyl-1-(2,3,5,6-tetrafluorophenyl)pyrazole	0.0	0.0	0.0	0.0	0.0	0.0
297276	10-[[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methyl]phenothiazine	0.0	0.0	0.0	0.0	0.0	0.0
342308	2,3-diphenylphthalazine-1,4-dithione	0.04	0.04	0.0	0.0	0.0	0.016
3180775	N-benzyl-2-(4-fluorophenyl)-2-[[2-[5-(5-methylfuran-2-yl)tetrazol-2-yl]acetyl]-quinolin-3-ylamino]acetamide	0.0	0.0	0.0	0.0	0.0	0.0
25877	[2-[2,6-bis(methylsulfanyl)anilino]-2-oxoethyl]-diethylazanium;chloride	0.0	0.0	0.0	0.0	0.0	0.0
2780408	4-(diethylamino)-1,1,1-trifluorobutan-2-ol	0.0	0.0	0.0	0.0	0.0	0.0
302660	2-[4-fluoro-3-(trifluoromethyl)anilino]acetohydrazide	0.0	0.0	0.0	0.0	0.0	0.0
5476621	lithium;butane;ethyl (E)-but-2-enoate	0.0	0.0	0.0	0.0	0.0	0.0
328239	2-methylsulfinyl-1-phenyl-1-thiophen-2-ylethanol	0.0	0.0	0.0	0.0	0.0	0.0
637748	trimethylsilyl 3-trimethylsilylsulfanylpropanoate	0.0	0.0	0.0	0.0	0.0	0.0
13685300	2,2,4,4-tetrafluoro-3-oxopentanedioic acid	0.0	0.0	0.0	0.0	0.0	0.0
10974217	2-[(4R,5S)-4-[(1R)-2-[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]-1-iodoethyl]-2-(trichloromethyl)-4,5-dihydro-1,3-oxazol-5-yl]ethyl 2,2,2-trichloroethanimidate	0.0	0.0	0.0	0.0	0.0	0.0
142423	5-phenyl-4,6-dihydrodithieno[3,2-b:3',2'-e]azepine	0.0	0.0	0.0	0.0	0.0	0.0
256788	4,7-diamino-2-methylsulfanylpteridine-6-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
2727	1-(4-chlorophenyl)sulfonyl-3-propylurea	0.0	0.0	0.0	0.0	0.0	0.0
11821232	lithium;N-[bis(dimethylamino)phosphoryl]-N-methylmethanamine;ethenoxyethane	0.0	0.0	0.0	0.0	0.0	0.0
10584437	lithium;1-(1-ethoxyprop-2-ynyl)benzotriazole	0.0	0.0	0.0	0.0	0.0	0.0
1005766	3-benzylsulfanyl-5-(4-chlorophenyl)-4-(2-methylpropyl)-1,2,4-triazole	0.0	0.0	0.0	0.0	0.0	0.0
59326	ethyl 1-[2-(4-fluorobenzoyl)prop-2-enyl]-4-phenylpiperidin-1-ium-4-carboxylate;chloride	0.0	0.0	0.0	0.0	0.0	0.0
461498	2-(4,4-diethoxybutyl)-1$l^{4},3,2-benzodithiazole 1-oxide	0.0	0.0	0.0	0.0	0.0	0.0
18736785	methylidene(1H-pyrazol-5-ylmethyl)phosphane	0.0	0.0	0.0	0.0	0.0	0.0
67067582	4-ethenylbenzenethiol;sodium	0.0	0.0	0.0	0.0	0.0	0.0
470893	methyl pyrazine-2-carboximidate;dihydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
132679	N-[3-[4-(3-acetamidopropylamino)butylamino]propyl]acetamide;dihydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
1623902	N'-[1-(3,4-dichlorophenyl)ethenyl]-2-[[5-(3,4-dimethoxyphenyl)-4-phenyl-1,2,4-triazol-3-yl]sulfanyl]acetohydrazide	0.0	0.0	0.0	0.0	0.0	0.0
6562	2-methylprop-2-enal	1.0	1.0	1.0	0.28	0.015	0.659
331872	methyl 4-[(1S,2R)-2-hydroxycyclohexyl]-2-(2-phenylselanylethyl)but-2-enoate	0.0	0.0	0.0	0.0	0.0	0.0
128302	(2S)-1-[(2S)-2-amino-3-[(4S)-1-methyl-2-oxo-4-(6-oxo-1H-pyrimidine-2-carbonyl)imidazolidin-4-yl]propanoyl]pyrrolidine-2-carboxylic acid	0.055	0.055	0.055	0.0	0.0	0.033
442249	methyl (2S,3R,4S)-4-[[(1R)-2-acetyl-6,7-dihydroxy-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-3-ethenyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-5-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
38335	2-(diethylamino)-3,5,5-trimethyl-2-oxo-1,2$l^{5}-oxaphospholan-3-ol	0.0	0.0	0.0	0.0	0.0	0.0
219247	4-amino-3-bromo-5-chlorobenzenesulfonic acid	0.0	0.0	0.0	0.0	0.0	0.0
444413	(2S)-6-amino-2-[[(2R)-2-[[(2S)-2,6-diaminohexanoyl]amino]-3-sulfanylpropanoyl]amino]hexanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
128117	2,3-bis(4-methylphenyl)-1,3-dihydrotetrazol-3-ium-5-carbonitrile;chloride	0.295	0.295	0.295	0.295	0.0	0.236
160678	4-[(4-cyclohexyliminonaphthalen-1-ylidene)-[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline	0.0	0.0	0.0	0.0	0.0	0.0
2309	1-[7-[2-hydroxy-3-(propan-2-ylamino)propoxy]-1-benzofuran-2-yl]ethanone	0.0	0.0	0.0	0.0	0.0	0.0
149496	9-[4-(methanesulfonamido)anilino]acridine-2-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
540211	2-(4-ethoxy-2-nitroanilino)-6-(hydroxymethyl)oxane-3,4,5-triol	0.095	0.095	0.055	0.02	0.0	0.053
32876	S-ethyl 2-(4-chloro-2-methylphenoxy)ethanethioate	0.0	0.0	0.0	0.0	0.0	0.0
253460	2-[(4-nitro-1H-imidazole-5-carbonyl)amino]acetic acid	0.0	0.0	0.0	0.0	0.0	0.0
3295936	N-(3-methoxypropyl)-4-pentyl-N-[[1-[[3-(trifluoromethyl)phenyl]methyl]pyrrol-2-yl]methyl]benzamide	0.0	0.0	0.0	0.0	0.0	0.0
172239	N'-[2-(2-aminoethylamino)ethyl]ethane-1,2-diamine;oxolane-2,5-dione	0.0	0.0	0.0	0.0	0.0	0.0
471997	(2R,3R)-2,3-bis[(3,4-difluorobenzoyl)oxy]butanedioic acid	0.0	0.0	0.0	0.0	0.0	0.0
9909516	(4R)-4-[(3R,5R,6R,7R,8S,9S,10R,13R,14S,17R)-6-fluoro-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid	0.0	0.0	0.0	0.0	0.0	0.0
10820767	ethyl N-(2-chloro-2,2-dideuterioethyl)carbamate	0.0	0.0	0.0	0.0	0.0	0.0
1031322	N-benzyl-2-[cyclohexylcarbamoyl(cyclopropyl)amino]-N-[(3-methylthiophen-2-yl)methyl]acetamide	0.0	0.0	0.0	0.0	0.0	0.0
22224	3-[[4-(3-hydroxypropylamino)-6-methyl-1,3,5-triazin-2-yl]amino]propan-1-ol	0.0	0.0	0.0	0.0	0.0	0.0
9882	3-(1-methyl-3-propylpyrrolidin-3-yl)phenol	0.0	0.0	0.0	0.0	0.0	0.0
306311	ethyl 4-[[2-chloro-5-(trifluoromethyl)phenyl]carbamoylamino]benzoate	0.98	0.98	0.875	0.265	0.0	0.62
329661	N-[[4-[bis(2-chloroethyl)amino]phenyl]methylideneamino]-6-methyl-[1,3]dioxolo[4,5-g]quinolin-8-amine	0.0	0.0	0.0	0.0	0.0	0.0
132725	(2S)-2-amino-3-[(3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxypropanoic acid	0.245	0.0	0.0	0.0	0.0	0.049
14812877	diethylamino-methyl-phenylsilicon	0.0	0.0	0.0	0.0	0.0	0.0
346586	N-[3-(diethylamino)propyl]-N-(2-nitrophenyl)acetamide;2,4,6-trinitrophenol	0.0	0.0	0.0	0.0	0.0	0.0
76785	N-[[4-[[(2-chlorophenyl)methylamino]methyl]cyclohexyl]methyl]cyclohexanamine;dihydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
639	9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one	0.0	0.0	0.0	0.0	0.0	0.0
9856575	N-hydroxy-N'-(5-iodopyrimidin-2-yl)methanimidamide	0.0	0.0	0.0	0.0	0.0	0.0
351116	3-[2-[2-[(2-hydrazinyl-2-oxoethyl)carbamoyl]hydrazinyl]-2-oxoethyl]-1,1-dimethylurea	0.0	0.0	0.0	0.0	0.0	0.0
4101562	2-(4,6,11-trioxa-1-aza-5-silabicyclo[3.3.3]undecan-5-yl)ethanethiol	0.76	0.76	0.76	0.405	0.055	0.548
153037		0.0	0.0	0.0	0.0	0.0	0.0
1041542	2-[3-[2-[3-(trifluoromethyl)anilino]-1,3-thiazol-4-yl]phenyl]isoindole-1,3-dione	0.0	0.0	0.0	0.0	0.0	0.0
200022	8-[2-(4-fluorophenyl)ethyl]-1-oxa-3,8-diazaspiro[4.5]decan-2-one	0.9	0.9	0.9	0.0	0.0	0.54
451662	(3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)piperidine-2-sulfonic acid	0.0	0.0	0.0	0.0	0.0	0.0
45121649	5-fluoro-4-methyl-1,3-thiazol-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
10457	octanedioic acid	0.72	0.72	0.72	0.72	0.22	0.62
87197	2-[2-(2-hydroxyethoxy)ethyl-(2-hydroxyethyl)amino]ethanol	0.8	0.8	0.075	0.0	0.0	0.335
103163		0.0	0.0	0.0	0.0	0.0	0.0
327676	3-(trimethylsilyloxymethylidene)oxolan-2-one	0.0	0.0	0.0	0.0	0.0	0.0
5385	N-(2-methoxy-2-methylpropyl)methanimine	0.95	0.91	0.795	0.75	0.3	0.741
172988	(4aR,10bR)-8-[(4-ethyl-1,3-benzothiazol-2-yl)sulfanyl]-4,10b-dimethyl-2,4a,5,6-tetrahydro-1H-benzo[f]quinolin-3-one	0.0	0.0	0.0	0.0	0.0	0.0
413814	6-(6-chloro-2-ethylsulfanylpyrimidin-4-yl)sulfanyl-5H-purin-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
285680	1-(1-ethylsulfanyl-2,3,4,5,6-pentahydroxyhexyl)pyrimidine-2,4-dione	0.0	0.0	0.0	0.0	0.0	0.0
8426	3-amino-4-methoxy-N-phenylbenzamide	1.0	1.0	1.0	1.0	1.0	1.0
58695271		0.0	0.0	0.0	0.0	0.0	0.0
249942	1,2-dibromohexadec-1-ene	0.0	0.0	0.0	0.0	0.0	0.0
3965821	N-[[1-[3-[(4-chlorophenyl)methyl]-1,2,4-thiadiazol-5-yl]piperidin-4-yl]methyl]tetradecanamide	0.0	0.0	0.0	0.0	0.0	0.0
